date,co,no2,o3,so2,pm2_5,pm10
11/18/2024 2:00,11856.1,122.01,0,46.25,335.51,415.62
11/18/2024 3:00,10894.8,117.9,0,50.07,340.05,422.95
11/18/2024 4:00,11001.6,119.27,0,57.22,369.49,457.04
11/18/2024 5:00,11962.9,124.75,0,61.04,401.82,481.92
11/18/2024 6:00,12710.6,124.75,0,58.17,413.59,479.72
11/18/2024 7:00,13458.2,128.87,0.15,65.8,412.26,473.73
11/18/2024 8:00,9826.66,135.72,0.51,66.76,276.3,315.43
11/18/2024 9:00,8865.36,131.61,1.52,63.9,222.13,259.85
11/18/2024 10:00,7690.43,141.2,4.25,60.56,193.26,230.05
11/18/2024 11:00,4005.43,120.64,15.91,40.53,103.3,124.97
11/18/2024 12:00,2803.8,109.67,36.12,39.58,74,91.73
11/18/2024 13:00,2323.15,95.96,62.23,39.1,62.96,77.12
11/18/2024 14:00,2029.42,78.14,95.84,40.53,58.27,68.75
11/18/2024 15:00,1976.01,74.71,108.72,44.35,58.7,68.38
11/18/2024 16:00,2136.23,83.63,92.98,49.11,59.6,69.73
11/18/2024 17:00,3204.35,124.75,47.21,60.56,75.39,89
11/18/2024 18:00,5180.36,178.22,2.55,78.2,114.83,136.34
11/18/2024 19:00,6942.75,197.41,0,86.78,159.87,191.6
11/18/2024 20:00,12069.7,216.6,0,96.32,294.7,365.53
11/18/2024 21:00,18371.6,230.31,0,101.09,490.32,611.43
11/18/2024 22:00,22857.7,235.8,0,107.77,655.45,813.8
11/18/2024 23:00,25421.1,246.76,0,115.39,745.17,914.69
11/19/2024 0:00,24566.7,252.25,0,97.27,709.08,854.38
11/19/2024 1:00,22216.8,249.51,0,76.29,645.98,767.07
11/19/2024 2:00,19012.4,249.51,0,60.56,591.9,702.74
11/19/2024 3:00,16449,244.02,0,47.68,552.89,660.93
11/19/2024 4:00,14312.7,227.57,0,39.1,518.52,621.91
11/19/2024 5:00,12924.2,211.12,0,33.38,493.17,585.38
11/19/2024 6:00,11749.3,189.19,0,30.99,450.79,529.96
11/19/2024 7:00,12283.3,169.99,0.38,41.96,425.99,506.09
11/19/2024 8:00,11749.3,168.62,0.88,58.65,355.52,425.38
11/19/2024 9:00,13885.5,178.22,0.87,80.11,377.58,456.74
11/19/2024 10:00,14526.4,194.67,1.88,92.51,380.11,462.07
11/19/2024 11:00,6248.47,146.69,5.32,59.13,161.65,198.44
11/19/2024 12:00,4699.71,141.2,28.97,65.8,131.1,160.67
11/19/2024 13:00,4272.46,137.09,78.68,74.39,141.54,169.02
11/19/2024 14:00,4325.87,137.09,120.16,86.78,170.5,199.61
11/19/2024 15:00,5073.55,153.54,98.71,88.69,192.64,227.11
11/19/2024 16:00,5928.04,172.73,38.27,77.25,184.07,222.73
11/19/2024 17:00,7156.37,180.96,1.52,69.62,174.53,216.91
11/19/2024 18:00,8758.54,180.96,0.04,76.29,181.64,230.54
11/19/2024 19:00,10253.9,191.93,0,90.6,214.59,275.13
11/19/2024 20:00,13031,233.05,0,104.9,305.86,392.47
11/19/2024 21:00,15380.9,252.25,0,103.95,401.11,518.46
11/19/2024 22:00,16021.7,233.05,0,96.32,458.81,604.09
11/19/2024 23:00,17517.1,202.89,0,93.46,517.83,702.24
11/20/2024 0:00,19439.7,183.7,0,103,563.81,768.71
11/20/2024 1:00,19866.9,180.96,0,110.63,593.87,802.49
11/20/2024 2:00,18371.6,172.73,0,104.9,586.29,789.32
11/20/2024 3:00,16021.7,153.54,0,86.78,535.55,721.82
11/20/2024 4:00,14099.1,137.09,0,65.8,486.87,626.57
11/20/2024 5:00,13137.8,131.61,0,46.25,456.49,554.28
11/20/2024 6:00,12176.5,126.12,0.01,42.44,423.09,499.46
11/20/2024 7:00,12283.3,126.12,0.5,56.27,409.02,482.59
11/20/2024 8:00,13351.4,161.77,2.26,82.97,422.1,498.47
11/20/2024 9:00,14740,252.25,10.37,102.04,475.79,560.54
11/20/2024 10:00,14312.7,378.37,90.12,106.81,557.79,640.68
11/20/2024 11:00,5821.23,159.03,228.88,60.08,289.39,324.78
11/20/2024 12:00,4219.06,102.82,337.6,63.9,270.55,298.73
11/20/2024 13:00,4005.43,86.37,452.04,77.25,324.58,352.53
11/20/2024 14:00,3738.4,80.2,486.37,86.78,332,358.09
11/20/2024 15:00,3845.21,87.74,452.04,93.46,330.88,356.51
11/20/2024 16:00,4486.08,91.85,377.66,93.46,343.97,371.7
11/20/2024 17:00,7797.24,159.03,188.83,99.18,425.5,465.55
11/20/2024 18:00,12069.7,282.41,25.75,106.81,516.11,572.46
11/20/2024 19:00,14740,329.02,0,105.86,568.38,640.1
11/20/2024 20:00,17303.5,361.92,0,102.04,685.7,784.43
11/20/2024 21:00,20080.6,383.85,0,98.23,833.32,971.16
11/20/2024 22:00,21789.6,383.85,0,97.27,939.11,1110.47
11/20/2024 23:00,23071.3,383.85,0,100.14,1001.25,1193.1
11/21/2024 0:00,22644,361.92,0,88.69,971.86,1156.26
11/21/2024 1:00,19866.9,315.31,0,72.48,888.2,1057.7
11/21/2024 2:00,17730.7,285.15,0,69.62,828.08,984.55
11/21/2024 3:00,16449,271.44,0,78.2,793.88,937.31
11/21/2024 4:00,15594.5,260.47,0,82.97,769.18,899.57
11/21/2024 5:00,14526.4,238.54,0,83.92,730.74,846.23
11/21/2024 6:00,14526.4,230.31,0,83.92,694.34,797.71
11/21/2024 7:00,15594.5,241.28,0.02,82.97,668.16,767.81
11/21/2024 8:00,7690.43,191.93,0.84,58.17,374.05,416.89
11/21/2024 9:00,6355.29,172.73,5.05,49.59,294.12,327.65
11/21/2024 10:00,5821.23,164.51,15.56,47.68,256.8,288.93
11/21/2024 11:00,6088.26,174.11,14.48,53.88,240.43,280.48
11/21/2024 12:00,6568.91,183.7,5.99,61.99,231.01,279.45
11/21/2024 13:00,6355.29,160.4,3.31,65.8,200.07,247.14
11/21/2024 14:00,5287.17,116.53,0.82,60.08,143.25,183.34
11/21/2024 15:00,5126.95,91.85,0.37,56.74,115.27,153.03
11/21/2024 16:00,5981.45,87.74,0.26,59.6,120.38,159.07
11/21/2024 17:00,13031,111.04,0.36,87.74,218.31,279.81
11/21/2024 18:00,24780.3,148.06,0.02,133.51,401.88,508.08
11/21/2024 19:00,31616.2,169.99,0,171.66,561.4,716.02
11/21/2024 20:00,35461.4,191.93,0,213.62,737.21,942.12
11/21/2024 21:00,36315.9,213.86,0,232.7,878.54,1124.42
11/21/2024 22:00,34606.9,219.35,0,238.42,938.06,1210.02
11/21/2024 23:00,30334.5,202.89,0,213.62,869.07,1141.02
11/22/2024 0:00,24353,178.22,0,148.77,695.36,928.2
11/22/2024 1:00,17517.1,153.54,0,95.37,524.16,704.84
11/22/2024 2:00,11749.3,120.64,0,57.7,373.11,510.95
11/22/2024 3:00,10147.1,101.45,0,44.35,338.75,471
11/22/2024 4:00,9613.04,93.22,0,45.3,337.84,454.26
11/22/2024 5:00,10681.2,97.33,0,54.36,384.28,491.39
11/22/2024 6:00,12069.7,102.82,0,55.79,422.25,522.84
11/22/2024 7:00,14099.1,109.67,0.32,61.04,446.53,544.32
11/22/2024 8:00,13244.6,143.95,3.08,81.06,405.54,487.5
11/22/2024 9:00,15167.2,263.21,14.84,101.09,482.17,569.72
11/22/2024 10:00,14953.6,400.3,124.45,106.81,601.65,689.19
11/22/2024 11:00,5500.79,153.54,173.09,51.5,251.69,285.22
11/22/2024 12:00,4272.46,115.16,185.97,49.59,200.66,230.24
11/22/2024 13:00,4432.68,117.9,254.63,61.99,245.03,276.73
11/22/2024 14:00,6088.26,159.03,288.96,78.2,339,381.47
11/22/2024 15:00,8651.73,238.54,231.74,99.18,432.15,486.76
11/22/2024 16:00,11001.6,323.53,101.57,114.44,453.1,512.79
11/22/2024 17:00,14740,383.85,1.9,114.44,463.5,525.94
11/22/2024 18:00,20294.2,389.34,0,118.26,515.32,590.78
11/22/2024 19:00,23712.2,372.89,0,122.07,574.8,673.53
11/22/2024 20:00,25848.4,361.92,0,123.98,699.32,827.85
11/22/2024 21:00,26489.3,339.98,0,116.35,792.21,948.68
11/22/2024 22:00,25421.1,290.63,0,102.04,789.85,963.08
11/22/2024 23:00,22216.8,219.35,0,80.11,663.32,825.38
11/23/2024 0:00,18158,164.51,0,56.74,500.68,627.34
11/23/2024 1:00,14312.7,127.49,0,38.62,382.85,478.78
11/23/2024 2:00,10467.5,97.33,0,27.66,285.13,361.5
11/23/2024 3:00,8224.49,76.77,0,23.84,231.3,298.36
11/23/2024 4:00,7583.62,71.29,0,24.8,226.31,284.52
11/23/2024 5:00,8331.3,80.2,0,27.66,252.94,303.7
11/23/2024 6:00,8758.54,84.31,0.01,29.33,258.1,305.6
11/23/2024 7:00,8865.36,82.94,0.37,39.1,248.65,298.48
11/23/2024 8:00,7049.56,76.09,0.84,49.59,177.81,217.86
11/23/2024 9:00,7476.81,83.63,1.17,61.04,174,217.78
11/23/2024 10:00,8117.68,106.93,1.74,71.53,193.31,244.54
11/23/2024 11:00,3898.62,69.23,1.97,47.21,87.16,113.94
11/23/2024 12:00,2563.48,55.52,4.16,36.24,51.65,71.45
11/23/2024 13:00,2403.26,60.32,6.79,38.62,47.49,67.06
11/23/2024 14:00,2803.8,69.92,5.81,48.16,54.86,77.7
11/23/2024 15:00,3898.62,81.57,2.37,59.13,73.82,101.55
11/23/2024 16:00,5500.79,90.48,0.65,69.62,101.05,132.74
11/23/2024 17:00,7690.43,109.67,0.56,80.11,145.4,183.59
11/23/2024 18:00,9292.6,126.12,0.05,89.65,186.1,230.81
11/23/2024 19:00,9826.66,130.24,0,89.65,210.61,259.97
11/23/2024 20:00,11749.3,150.8,0,89.65,273.59,339.72
11/23/2024 21:00,14526.4,174.11,0,86.78,369.35,461.56
11/23/2024 22:00,15808.1,178.22,0,77.25,439.3,551.99
11/23/2024 23:00,17089.8,172.73,0,69.62,489.14,619.52
11/24/2024 0:00,17303.5,160.4,0,59.13,495.73,631.71
11/24/2024 1:00,15594.5,143.95,0,50.07,457.21,589.46
11/24/2024 2:00,13671.9,127.49,0,44.82,428.14,554.8
11/24/2024 3:00,12069.7,112.41,0,36.24,390.21,509.42
11/24/2024 4:00,10040.3,95.96,0,30.52,337.42,439.86
11/24/2024 5:00,7904.05,80.88,0,26.94,271.11,345.62
11/24/2024 6:00,7156.37,72.66,0.01,26.23,238.31,296.99
11/24/2024 7:00,8544.92,73.34,0.51,36.72,259.42,321.82
11/24/2024 8:00,11322,98.71,1.99,56.27,298.49,372.99
11/24/2024 9:00,12710.6,168.62,6.53,68.66,321,405.75
11/24/2024 10:00,10467.5,249.51,48.64,62.94,313.05,402.46
11/24/2024 11:00,1949.31,57.58,54.36,17.64,53.98,75.17
11/24/2024 12:00,974.66,24.33,30.4,9.3,16.12,26.61
11/24/2024 13:00,894.55,22.28,22.89,9.89,12.01,21.37
11/24/2024 14:00,907.9,23.65,14.31,11.92,10.6,18.09
11/24/2024 15:00,1041.41,24.68,5.63,12.28,10.42,16.66
11/24/2024 16:00,1295.09,25.7,2.19,15.5,12.75,19.68
11/24/2024 17:00,3524.78,37.7,1.68,36.72,41.89,59.82
11/24/2024 18:00,7049.56,59.63,0.09,60.08,97.73,133.12
11/24/2024 19:00,8972.17,78.14,0,65.8,150.25,200.07
11/24/2024 20:00,9719.85,94.59,0,61.99,197,263.12
11/24/2024 21:00,10040.3,104.19,0,55.79,242.29,324.25
11/24/2024 22:00,10467.5,106.93,0,52.45,285.12,380.12
11/24/2024 23:00,11642.5,108.3,0,51.5,331.53,432.11
11/25/2024 0:00,12497,108.3,0,46.25,350.03,445.96
11/25/2024 1:00,12390.1,105.56,0,44.35,357.91,456.63
11/25/2024 2:00,12176.5,101.45,0,46.73,379.2,491.89
11/25/2024 3:00,12069.7,97.33,0,46.25,405.96,532.62
11/25/2024 4:00,12069.7,93.22,0,44.82,428.09,562.21
11/25/2024 5:00,11749.3,87.74,0,41.01,430.39,560.78
11/25/2024 6:00,11856.1,83.63,0,39.58,429.04,551.98
11/25/2024 7:00,14099.1,87.74,0.11,55.31,471.54,601.93
11/25/2024 8:00,12176.5,101.45,0.25,80.11,379.31,478.03
11/25/2024 9:00,13137.8,117.9,0.17,98.23,380.09,482.54
11/25/2024 10:00,12390.1,134.35,0.14,104.9,369.65,478.62
11/25/2024 11:00,3524.78,67.17,0.01,39.58,99.85,134.79
11/25/2024 12:00,1708.98,43.87,0.25,19.07,36.16,53.86
11/25/2024 13:00,1468.66,39.07,1.72,16.45,24.72,40.58
11/25/2024 14:00,2109.53,45.93,2.95,25.75,32.68,52.05
11/25/2024 15:00,3471.37,56.89,3.22,38.62,52.86,78.28
11/25/2024 16:00,5073.55,64.43,1.83,49.11,75.46,106.69
11/25/2024 17:00,7156.37,71.29,0.76,61.04,101.76,139.03
11/25/2024 18:00,8331.3,71.97,0.06,68.66,119.11,160.57
11/25/2024 19:00,8331.3,70.6,0,69.62,132.11,179.61
11/25/2024 20:00,9506.23,78.83,0,75.34,177.44,238.92
11/25/2024 21:00,12176.5,97.33,0,84.88,267.43,354.05
11/25/2024 22:00,14312.7,115.16,0,87.74,359.11,468.09
11/25/2024 23:00,16662.6,127.49,0,82.02,455.99,588.24
11/26/2024 0:00,18798.8,131.61,0,69.62,524.49,675.38
11/26/2024 1:00,18371.6,127.49,0,58.17,534.18,690.65
11/26/2024 2:00,17089.8,120.64,0,53.41,531.84,695.76
11/26/2024 3:00,15808.1,112.41,0,47.68,518.07,689.44
11/26/2024 4:00,14099.1,101.45,0,42.44,487.38,656.89
11/26/2024 5:00,12069.7,85.68,0,36.72,433.49,580.64
11/26/2024 6:00,10681.2,73.34,0.01,35.29,383.48,519.46
11/26/2024 7:00,11856.1,74.03,0.5,48.64,391.91,526.02
11/26/2024 8:00,9292.6,86.37,1.9,64.85,270.6,360.01
11/26/2024 9:00,9292.6,127.49,6.26,76.29,245.24,322.54
11/26/2024 10:00,9292.6,208.38,34.33,86.78,271,348.31
11/26/2024 11:00,4379.27,115.16,105.86,47.68,135.47,173.21
11/26/2024 12:00,3364.56,94.59,130.18,49.11,118.92,151.1
11/26/2024 13:00,3311.16,108.3,117.3,63.9,128.13,160.36
11/26/2024 14:00,3417.97,127.49,72.24,76.29,130.9,161.32
11/26/2024 15:00,3952.03,135.72,55.07,66.76,140.42,169.87
11/26/2024 16:00,4325.87,130.24,51.5,51.5,143.31,171.99
11/26/2024 17:00,6835.94,178.22,15.56,57.7,181.5,222.96
11/26/2024 18:00,11215.2,213.86,0.35,75.34,248.83,313.11
11/26/2024 19:00,14526.4,222.09,0,85.83,321.22,415.3
11/26/2024 20:00,18371.6,249.51,0,97.27,434.52,563.06
11/26/2024 21:00,22003.2,287.89,0,101.09,576.01,738.08
11/26/2024 22:00,24353,315.31,0,100.14,705.52,899.26
11/26/2024 23:00,26062,323.53,0,94.41,805.29,1025.1
11/27/2024 0:00,26489.3,318.05,0,78.2,831.18,1060.3
11/27/2024 1:00,24353,290.63,0,59.6,790.13,1017.38
11/27/2024 2:00,22003.2,257.73,0,48.16,740.37,950.86
11/27/2024 3:00,20294.2,235.8,0,42.44,703.08,885.63
11/27/2024 4:00,18585.2,224.83,0,43.39,650.9,803.65
11/27/2024 5:00,14526.4,213.86,0,52.93,527.53,633.73
11/27/2024 6:00,12283.3,202.89,0,59.6,450.12,532.11
11/27/2024 7:00,13351.4,189.19,0,67.71,452.76,539.42
11/27/2024 8:00,15594.5,175.48,0.08,81.06,471.05,568.88
11/27/2024 9:00,16235.3,163.14,0.14,91.55,454.26,560.48
11/27/2024 10:00,14312.7,142.57,0.28,92.51,391.38,496.68
11/27/2024 11:00,6141.66,87.74,0.02,53.41,173.72,225
11/27/2024 12:00,3097.53,63.75,0,33.38,88.42,114.55
11/27/2024 13:00,2349.85,54.84,0.01,27.42,62.27,80.95
11/27/2024 14:00,2269.74,50.04,0.01,28.85,51.47,69.23
11/27/2024 15:00,2670.29,49.35,0,33.38,52.26,72.33
11/27/2024 16:00,3364.56,50.04,0.14,37.67,58.47,80.85
11/27/2024 17:00,5233.76,61.01,1.68,47.21,79.96,110.7
11/27/2024 18:00,7797.24,73.34,0.12,59.6,113.99,161.03
11/27/2024 19:00,8865.36,74.71,0,61.04,145.16,213.16
11/27/2024 20:00,9399.41,70.6,0,61.04,180.62,270.04
11/27/2024 21:00,9185.79,63.75,0,56.74,203.3,309.48
11/27/2024 22:00,8544.92,53.47,0,50.07,209.93,331.01
11/27/2024 23:00,7690.43,44.55,0,42.92,196.05,324.58
11/28/2024 0:00,6942.75,38.73,0,34.33,169.65,290.73
11/28/2024 1:00,5928.04,34.62,0,26.46,149.83,262.53
11/28/2024 2:00,4486.08,29.82,0,19.31,124.7,221.57
11/28/2024 3:00,3124.24,26.39,0,15.5,97.84,172.36
11/28/2024 4:00,2349.85,25.36,0,15.26,80.77,136.67
11/28/2024 5:00,1976.01,26.05,0,18.36,70.86,113.74
11/28/2024 6:00,2162.93,27.42,0.01,22.17,72.52,112.15
11/28/2024 7:00,3738.4,31.53,0.49,33.86,100.85,151.66
11/28/2024 8:00,6942.75,47.3,2.03,54.36,149.5,218.48
11/28/2024 9:00,8758.54,95.96,8.58,65.8,186.8,276.25
11/28/2024 10:00,7263.18,150.8,61.51,60.08,197.72,295.56
11/28/2024 11:00,2002.72,50.72,54.36,21.22,45.67,75.29
11/28/2024 12:00,1188.28,28.45,30.76,13.23,17.21,30.5
11/28/2024 13:00,1108.17,26.05,23.96,12.28,12.71,22.38
11/28/2024 14:00,1348.5,32.22,11.8,15.26,15.29,26.36
11/28/2024 15:00,1842.5,40.44,5.01,21.7,23.01,38.39
11/28/2024 16:00,2456.67,47.3,2.32,28.13,31.46,49.86
11/28/2024 17:00,8224.49,67.17,0.47,60.08,100.85,142.77
11/28/2024 18:00,17517.1,91.85,0.02,94.41,230.55,316.23
11/28/2024 19:00,22857.7,102.82,0,102.04,355.75,491.74
11/28/2024 20:00,26275.6,111.04,0,103,499.86,688
11/28/2024 21:00,24780.3,104.19,0,86.78,539.68,750.17
11/28/2024 22:00,19226.1,86.37,0,67.71,463.13,671.75
11/28/2024 23:00,14312.7,67.17,0,52.93,358.49,546.63
11/29/2024 0:00,12390.1,57.58,0,43.39,299.72,467.37
11/29/2024 1:00,11215.2,52.09,0,35.76,275.32,429.93
11/29/2024 2:00,9185.79,44.55,0,29.8,244.42,384.13
11/29/2024 3:00,7476.81,37.36,0,26.94,219.64,348.18
11/29/2024 4:00,6942.75,34.62,0,29.33,227.24,357.63
11/29/2024 5:00,7583.62,35.64,0,34.33,262.83,404.4
11/29/2024 6:00,7263.18,34.27,0,32.42,248.75,379.14
11/29/2024 7:00,7263.18,32.9,0.28,38.62,208.23,314.41
11/29/2024 8:00,5500.79,34.62,1.86,39.58,112.14,170.35
11/29/2024 9:00,5233.76,49.35,6.79,40.53,91.46,142.23
11/29/2024 10:00,3524.78,58.26,28.25,32.9,67.42,112.14
11/29/2024 11:00,1295.09,24.33,50.78,14.19,21.63,39.35
11/29/2024 12:00,988.01,18.51,47.92,11.09,13.29,24.16
11/29/2024 13:00,974.66,19.19,39.34,10.61,10.76,19.65
11/29/2024 14:00,961.3,19.71,32.54,10.01,9.67,17.75
11/29/2024 15:00,988.01,21.08,28.97,10.13,10.21,18.41
11/29/2024 16:00,1068.12,23.31,23.96,10.25,10.71,18.91
11/29/2024 17:00,1869.2,41.81,7.06,17.88,19.96,34.23
11/29/2024 18:00,2536.77,39.07,0.2,22.65,28.33,48.88
11/29/2024 19:00,2590.18,31.87,0,22.17,34.14,60.03
11/29/2024 20:00,2643.59,29.13,0,22.41,43,76.1
11/29/2024 21:00,2563.48,27.42,0,21.7,48.09,87.24
11/29/2024 22:00,2456.67,26.39,0,20.5,50.76,93.64
11/29/2024 23:00,2376.56,25.7,0,19.31,47.58,89.54
11/30/2024 0:00,2109.53,23.99,0,16.45,37.57,74.41
11/30/2024 1:00,1575.47,21.42,0.02,12.04,29.61,61.8
11/30/2024 2:00,1214.98,18.68,0.12,8.82,25.57,52.9
11/30/2024 3:00,1108.17,17.48,0.23,7.75,25.71,50.25
11/30/2024 4:00,1121.52,17.31,0.23,8.11,28.04,52.36
11/30/2024 5:00,1281.74,17.99,0.07,9.54,33.35,60.23
11/30/2024 6:00,1588.82,18.85,0.02,12.28,38.82,68.74
11/30/2024 7:00,2590.18,21.08,0.41,20.03,53.49,89.93
11/30/2024 8:00,4005.43,28.45,2.46,30.99,68.36,111.32
11/30/2024 9:00,4325.87,46.61,9.48,34.33,71.48,119.12
11/30/2024 10:00,3044.13,54.15,50.78,27.42,57.06,99.18
11/30/2024 11:00,827.79,17.31,40.77,8.11,10.68,20.84
11/30/2024 12:00,647.54,13.37,28.61,6.02,5.38,10.61
11/30/2024 13:00,667.57,14.39,25.03,6.08,4.93,9.6
11/30/2024 14:00,694.27,14.91,24.32,6.38,5.03,9.22
11/30/2024 15:00,754.36,16.79,21.99,7.09,5.55,9.72
11/30/2024 16:00,841.14,19.54,18.42,8.23,6.19,10.74
11/30/2024 17:00,1508.71,32.9,5.72,16.21,12.57,21.84
11/30/2024 18:00,2109.53,32.22,0.26,21.46,19.63,36.27
11/30/2024 19:00,2056.12,25.02,0,19.31,22.97,44.8
11/30/2024 20:00,2323.15,23.31,0,20.03,34.09,65.1
11/30/2024 21:00,2643.59,23.99,0,21.22,47.48,89.76
11/30/2024 22:00,2750.4,23.99,0,20.98,56.18,105.96
11/30/2024 23:00,2723.69,23.65,0,19.31,55.1,105.8
12/1/2024 0:00,2376.56,22.62,0,15.74,44.17,88.3
12/1/2024 1:00,1922.61,21.42,0,12.76,37.63,76.57
12/1/2024 2:00,1522.06,19.54,0.02,10.01,33.54,68.22
12/1/2024 3:00,1375.2,18.34,0.04,8.94,34.51,68.68
12/1/2024 4:00,1401.9,18.16,0.03,9.18,39.05,74.58
12/1/2024 5:00,1628.88,19.02,0.01,10.61,47.09,86.32
12/1/2024 6:00,1922.61,19.71,0.01,12.99,51.62,91.76
12/1/2024 7:00,2990.72,21.76,0.41,20.98,65.04,109.36
12/1/2024 8:00,4432.68,28.45,2.35,32.42,77.19,124.76
12/1/2024 9:00,5020.14,47.98,8.67,37.67,84.26,137.88
12/1/2024 10:00,4165.65,71.97,41.48,34.33,81.84,138.28
12/1/2024 11:00,1041.41,26.39,21.82,11.32,14.71,27.78
12/1/2024 12:00,680.92,15.77,16.09,7.45,5.97,11.45
12/1/2024 13:00,667.57,15.42,14.31,7.09,4.93,9.13
12/1/2024 14:00,667.57,14.91,13.59,6.74,4.48,8.33
12/1/2024 15:00,687.6,15.77,12.16,7.09,4.57,8.47
12/1/2024 16:00,754.36,17.48,10.1,7.87,4.99,9.12
12/1/2024 17:00,988.01,21.42,6.79,10.73,7.02,13.13
12/1/2024 18:00,1214.98,24.68,1.05,12.99,9.68,19.11
12/1/2024 19:00,1201.63,22.28,0.29,12.87,11.85,24.07
12/1/2024 20:00,1895.9,21.93,0.01,18.12,26.73,50.02
12/1/2024 21:00,2403.26,21.25,0,20.98,42.02,77.88
12/1/2024 22:00,2376.56,20.05,0,19.55,47.82,90.67
12/1/2024 23:00,2510.07,19.71,0,18.36,50.29,96.4
12/2/2024 0:00,2590.18,20.05,0,16.69,47.52,92.24
12/2/2024 1:00,2536.77,20.05,0,15.97,49.22,93.93
12/2/2024 2:00,2109.53,19.19,0,14.42,47.46,89.38
12/2/2024 3:00,1668.93,17.82,0,12.99,43.5,82.16
12/2/2024 4:00,1495.36,16.96,0,12.99,43.09,81.29
12/2/2024 5:00,1575.47,16.79,0,14.54,46.36,85.96
12/2/2024 6:00,1708.98,16.79,0.01,16.21,45.86,83.14
12/2/2024 7:00,2403.26,17.99,0.56,21.7,50.63,87.45
12/2/2024 8:00,934.6,15.08,7.33,12.64,14.35,38.17
12/2/2024 9:00,1201.63,18.34,13.77,15.97,18.44,46.7
12/2/2024 10:00,1188.28,21.42,31.83,16.69,20.79,50.02
12/2/2024 11:00,827.79,16.62,45.78,12.4,15.28,33.77
12/2/2024 12:00,547.41,9.68,37.91,9.3,6.89,16.74
12/2/2024 13:00,500.68,9.43,30.76,9.42,4.49,11.89
12/2/2024 14:00,494,10.11,25.39,8.94,3.77,10.3
12/2/2024 15:00,534.06,11.82,21.1,8.94,4.01,10.55
12/2/2024 16:00,580.79,13.88,16.45,9.18,4.32,10.82
12/2/2024 17:00,741.01,18.34,8.58,10.25,5.82,12.57
12/2/2024 18:00,881.2,20.56,2.12,10.73,7.78,15.59
12/2/2024 19:00,847.82,18.85,1.41,10.13,8.31,17.18
12/2/2024 20:00,774.38,17.65,1.95,10.13,8.68,18.11
12/2/2024 21:00,707.63,16.11,2.73,9.66,8.51,18.01
12/2/2024 22:00,640.87,14.91,3.98,9.18,7.87,16.99
12/2/2024 23:00,627.52,14.57,5.23,8.7,7.73,16.13
12/3/2024 0:00,634.19,14.91,5.5,8.58,7.34,14.05
12/3/2024 1:00,574.11,14.4,7.06,8.11,6.26,11.69
12/3/2024 2:00,507.36,12.51,9.92,6.91,5.76,11.27
12/3/2024 3:00,460.63,11.14,12.52,6.32,5.38,10.79
12/3/2024 4:00,433.92,10.45,14.13,6.08,5.1,10.35
12/3/2024 5:00,427.25,10.88,14.13,6.44,5.13,10.75
12/3/2024 6:00,460.63,12.34,12.34,7.21,5.63,12.33
12/3/2024 7:00,614.17,15.77,8.49,8.82,8.01,18.88
12/3/2024 8:00,1028.06,20.39,5.1,12.88,13.7,30.03
12/3/2024 9:00,1295.09,22.96,6.53,15.5,17.02,34.72
12/3/2024 10:00,1121.52,21.42,11.44,15.5,15.55,32.08
12/3/2024 11:00,707.63,16.62,20.56,14.42,9.19,18.81
12/3/2024 12:00,647.54,16.28,27.54,13.47,8.46,16.24
12/3/2024 13:00,720.98,18.34,35.05,13.59,9.73,17.32
12/3/2024 14:00,727.65,18.51,41.49,12.16,9.63,17.35
12/3/2024 15:00,700.95,18.34,37.91,12.16,8.4,15.45
12/3/2024 16:00,680.92,19.54,28.61,12.76,7.1,13.3
12/3/2024 17:00,720.98,21.94,19.67,13.35,6.67,12.25
12/3/2024 18:00,774.38,24.33,13.95,13.47,7.01,13.04
12/3/2024 19:00,734.33,23.65,13.77,13.11,7.34,14.35
12/3/2024 20:00,767.71,23.99,13.59,12.88,9.45,19.15
12/3/2024 21:00,827.79,24.68,13.23,12.64,12.09,24.26
12/3/2024 22:00,807.76,22.96,17.35,12.04,12.96,25.95
12/3/2024 23:00,767.71,20.74,23.25,10.85,12.62,25.29
12/4/2024 0:00,707.63,18.85,28.61,9.89,11.02,20.72
12/4/2024 1:00,614.17,16.28,33.62,8.82,8.93,16.11
12/4/2024 2:00,520.71,13.2,37.55,7.63,7.61,13.57
12/4/2024 3:00,473.98,11.82,39.7,7.15,6.9,12.34
12/4/2024 4:00,447.27,11.14,40.77,7.15,6.34,11.53
12/4/2024 5:00,440.6,11.14,40.77,7.21,6.32,12.03
12/4/2024 6:00,480.65,12.17,37.91,7.63,6.85,14.2
12/4/2024 7:00,627.52,15.77,31.47,8.94,8.99,21.06
12/4/2024 8:00,974.66,22.62,22.71,12.52,13.71,33.15
12/4/2024 9:00,1161.58,25.36,22.89,15.14,16.68,38.69
12/4/2024 10:00,1028.06,22.96,33.98,14.66,16.8,36.96
12/4/2024 11:00,727.65,16.79,48.64,12.76,13.2,26.48
12/4/2024 12:00,600.82,13.88,57.22,12.64,11.22,21.39
12/4/2024 13:00,560.76,13.54,62.23,13.23,10.16,19.09
12/4/2024 14:00,520.71,12.17,60.8,12.16,7.65,15.77
12/4/2024 15:00,494,12.51,51.5,10.97,5.08,12.5
12/4/2024 16:00,527.38,14.57,43.63,10.97,4.68,12.25
12/4/2024 17:00,634.19,19.19,35.76,11.92,5.32,13.55
